,gender,past_3yrs_pur,wealth_segment,deceased_indicator,owns_car,tenure,state,property_valuation,product_class,list_price,age,Cluster_lbl
2622,Female,74,High Net Worth,N,Yes,6.0,NSW,7,low,945.04,46.0,1
2623,Female,74,High Net Worth,N,Yes,6.0,NSW,7,high,1129.13,46.0,1
2624,Female,74,High Net Worth,N,Yes,6.0,NSW,7,medium,575.27,46.0,1
2625,Female,74,High Net Worth,N,Yes,6.0,NSW,7,medium,1894.19,46.0,1
2626,Female,74,High Net Worth,N,Yes,6.0,NSW,7,high,227.88,46.0,1
2627,Female,74,High Net Worth,N,Yes,6.0,NSW,7,medium,1469.44,46.0,1
2628,Female,5,Mass Customer,N,Yes,18.0,NSW,10,low,688.63,45.0,1
2629,Female,5,Mass Customer,N,Yes,18.0,NSW,10,medium,1555.58,45.0,1
2630,Female,5,Mass Customer,N,Yes,18.0,NSW,10,medium,1894.19,45.0,1
2631,Female,5,Mass Customer,N,Yes,18.0,NSW,10,medium,1231.15,45.0,1
2638,Female,22,Mass Customer,N,Yes,5.0,VIC,8,medium,1311.44,61.0,1
2639,Female,22,Mass Customer,N,Yes,5.0,VIC,8,medium,416.98,61.0,1
2640,Female,22,Mass Customer,N,Yes,5.0,VIC,8,medium,1812.75,61.0,1
2641,Female,22,Mass Customer,N,Yes,5.0,VIC,8,medium,230.91,61.0,1
2642,Female,22,Mass Customer,N,Yes,5.0,VIC,8,medium,100.35,61.0,1
2658,Male,97,Mass Customer,N,Yes,5.0,NSW,10,medium,1873.97,29.0,1
2659,Male,97,Mass Customer,N,Yes,5.0,NSW,10,low,1073.07,29.0,1
2660,Male,97,Mass Customer,N,Yes,5.0,NSW,10,high,1129.13,29.0,1
2661,Male,47,Affluent Customer,N,Yes,17.0,NSW,7,medium,202.62,45.0,1
2662,Male,47,Affluent Customer,N,Yes,17.0,NSW,7,medium,1810.0,45.0,1
2663,Male,47,Affluent Customer,N,Yes,17.0,NSW,7,medium,742.54,45.0,1
2664,Male,47,Affluent Customer,N,Yes,17.0,NSW,7,medium,1415.01,45.0,1
2665,Male,47,Affluent Customer,N,Yes,17.0,NSW,7,medium,2091.47,45.0,1
2666,Female,70,High Net Worth,N,Yes,17.0,NSW,9,medium,1807.45,40.0,1
2667,Female,70,High Net Worth,N,Yes,17.0,NSW,9,medium,2091.47,40.0,1
2668,Female,70,High Net Worth,N,Yes,17.0,NSW,9,medium,1163.89,40.0,1
2669,Female,70,High Net Worth,N,Yes,17.0,NSW,9,high,748.17,40.0,1
2670,Female,70,High Net Worth,N,Yes,17.0,NSW,9,medium,742.54,40.0,1
2671,Male,57,Affluent Customer,N,Yes,18.0,VIC,8,medium,575.27,51.0,1
2672,Male,57,Affluent Customer,N,Yes,18.0,VIC,8,high,495.72,51.0,0
2673,Male,57,Affluent Customer,N,Yes,18.0,VIC,8,high,12.01,51.0,0
2674,Male,57,Affluent Customer,N,Yes,18.0,VIC,8,high,1129.13,51.0,0
2675,Male,57,Affluent Customer,N,Yes,18.0,VIC,8,medium,1403.5,51.0,1
2676,Female,88,Mass Customer,N,Yes,13.0,QLD,5,medium,1894.19,34.0,1
2677,Female,88,Mass Customer,N,Yes,13.0,QLD,5,medium,586.45,34.0,1
2678,Female,88,Mass Customer,N,Yes,13.0,QLD,5,medium,1703.52,34.0,1
2679,Female,88,Mass Customer,N,Yes,13.0,QLD,5,medium,1240.31,34.0,1
2680,Female,88,Mass Customer,N,Yes,13.0,QLD,5,high,1024.66,34.0,0
2685,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,1894.19,41.0,1
2686,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,1762.96,41.0,1
2687,Female,19,Mass Customer,N,Yes,14.0,NSW,10,low,958.74,41.0,1
2688,Female,19,Mass Customer,N,Yes,14.0,NSW,10,high,1148.64,41.0,1
2689,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,1362.99,41.0,1
2690,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,230.91,41.0,1
2691,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,1469.44,41.0,1
2692,Female,19,Mass Customer,N,Yes,14.0,NSW,10,medium,1538.99,41.0,1
2699,Female,9,Mass Customer,N,Yes,20.0,NSW,7,medium,1765.3,58.0,1
2700,Female,9,Mass Customer,N,Yes,20.0,NSW,7,low,1289.85,58.0,1
2701,Female,9,Mass Customer,N,Yes,20.0,NSW,7,medium,1873.97,58.0,1
2702,Female,9,Mass Customer,N,Yes,20.0,NSW,7,medium,202.62,58.0,1
2703,Female,9,Mass Customer,N,Yes,20.0,NSW,7,medium,1415.01,58.0,1
2704,Female,9,Mass Customer,N,Yes,20.0,NSW,7,medium,1061.56,58.0,1
2705,Female,9,Mass Customer,N,Yes,20.0,NSW,7,low,71.16,58.0,1
2712,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,medium,1231.15,44.0,1
2713,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,low,642.31,44.0,1
2714,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,low,980.37,44.0,1
2715,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,medium,1483.2,44.0,1
2716,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,medium,71.49,44.0,1
2717,Female,54,Affluent Customer,N,Yes,14.0,NSW,5,high,358.39,44.0,1
2725,Male,51,Affluent Customer,N,No,15.0,NSW,9,medium,1765.3,66.0,1
2726,Male,51,Affluent Customer,N,No,15.0,NSW,9,low,1073.07,66.0,0
2727,Male,51,Affluent Customer,N,No,15.0,NSW,9,high,12.01,66.0,0
2728,Male,51,Affluent Customer,N,No,15.0,NSW,9,medium,1992.93,66.0,1
2729,Male,51,Affluent Customer,N,No,15.0,NSW,9,medium,752.64,66.0,1
2731,Male,51,Affluent Customer,N,No,15.0,NSW,9,medium,1469.44,66.0,1
2732,Female,11,High Net Worth,N,Yes,8.0,VIC,9,medium,1807.45,46.0,1
2733,Female,11,High Net Worth,N,Yes,8.0,VIC,9,medium,1762.96,46.0,1
2734,Female,11,High Net Worth,N,Yes,8.0,VIC,9,medium,2091.47,46.0,1
2735,Female,11,High Net Worth,N,Yes,8.0,VIC,9,low,945.04,46.0,0
2736,Female,11,High Net Worth,N,Yes,8.0,VIC,9,medium,586.45,46.0,1
2737,Female,11,High Net Worth,N,Yes,8.0,VIC,9,medium,71.49,46.0,1
2738,Male,91,High Net Worth,N,Yes,3.0,NSW,12,high,12.01,24.0,1
2739,Male,91,High Net Worth,N,Yes,3.0,NSW,12,high,1148.64,24.0,1
2740,Male,91,High Net Worth,N,Yes,3.0,NSW,12,high,1274.93,24.0,1
2741,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,795.34,24.0,1
2742,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,360.4,24.0,1
2743,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,230.91,24.0,1
2744,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,742.54,24.0,1
2745,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,1483.2,24.0,1
2746,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,290.62,24.0,1
2747,Male,91,High Net Worth,N,Yes,3.0,NSW,12,medium,1228.07,24.0,1
2755,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,569.56,64.0,0
2756,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,71.49,64.0,0
2757,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,1227.34,64.0,0
2758,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,1945.43,64.0,0
2759,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,792.9,64.0,0
2760,Female,82,Affluent Customer,N,No,14.0,VIC,8,medium,1636.9,64.0,0
2761,Female,38,Mass Customer,N,Yes,8.0,NSW,9,high,227.88,30.0,1
2762,Female,38,Mass Customer,N,Yes,8.0,NSW,9,high,1661.92,30.0,1
2763,Female,38,Mass Customer,N,Yes,8.0,NSW,9,medium,1151.96,30.0,1
2764,Female,38,Mass Customer,N,Yes,8.0,NSW,9,low,1057.51,30.0,1
2765,Female,38,Mass Customer,N,Yes,8.0,NSW,9,medium,1890.39,30.0,1
2766,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,575.27,43.0,1
2767,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,1362.99,43.0,1
2768,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,1945.43,43.0,1
2769,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,1945.43,43.0,1
2770,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,795.34,43.0,1
2771,Male,2,Mass Customer,N,Yes,20.0,VIC,9,high,1842.92,43.0,0
2772,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,1538.99,43.0,1
2773,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,544.05,43.0,1
2774,Male,2,Mass Customer,N,Yes,20.0,VIC,9,medium,1483.2,43.0,1
2775,Female,86,Affluent Customer,N,No,18.0,NSW,9,medium,1071.23,37.0,1
2776,Female,86,Affluent Customer,N,No,18.0,NSW,9,medium,1036.59,37.0,1
2788,Female,32,High Net Worth,N,Yes,13.0,NSW,9,low,574.64,60.0,1
2789,Female,32,High Net Worth,N,Yes,13.0,NSW,9,medium,1362.99,60.0,1
2790,Female,32,High Net Worth,N,Yes,13.0,NSW,9,medium,1403.5,60.0,1
2791,Female,32,High Net Worth,N,Yes,13.0,NSW,9,medium,1762.96,60.0,1
2792,Female,32,High Net Worth,N,Yes,13.0,NSW,9,medium,795.34,60.0,1
2813,Female,68,Mass Customer,N,No,8.0,NSW,9,low,1793.43,30.0,0
2814,Female,68,Mass Customer,N,No,8.0,NSW,9,low,363.01,30.0,0
2825,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,1775.81,47.0,0
2826,Male,35,Affluent Customer,N,No,9.0,VIC,9,low,1720.7,47.0,0
2827,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,569.56,47.0,0
2828,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,1703.52,47.0,0
2829,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,1483.2,47.0,0
2830,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,575.27,47.0,0
2831,Male,35,Affluent Customer,N,No,9.0,VIC,9,medium,544.05,47.0,0
2832,Male,64,Mass Customer,N,No,22.0,NSW,9,medium,416.98,46.0,1
2833,Male,64,Mass Customer,N,No,22.0,NSW,9,medium,1469.44,46.0,1
2834,Male,64,Mass Customer,N,No,22.0,NSW,9,low,590.26,46.0,0
2835,Male,64,Mass Customer,N,No,22.0,NSW,9,high,1977.36,46.0,0
2836,Male,64,Mass Customer,N,No,22.0,NSW,9,medium,1240.31,46.0,1
2837,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,1280.28,46.0,1
2838,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,792.9,46.0,1
2839,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,416.98,46.0,1
2840,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,742.54,46.0,1
2841,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,1231.15,46.0,1
2842,Female,23,High Net Worth,N,No,20.0,NSW,3,medium,1198.46,46.0,1
2843,Female,0,Affluent Customer,N,Yes,15.0,VIC,7,medium,1635.3,65.0,1
2844,Female,0,Affluent Customer,N,Yes,15.0,VIC,7,medium,1765.3,65.0,1
2845,Female,0,Affluent Customer,N,Yes,15.0,VIC,7,medium,1065.03,65.0,1
2846,Female,0,Affluent Customer,N,Yes,15.0,VIC,7,medium,912.52,65.0,1
2847,Female,0,Affluent Customer,N,Yes,15.0,VIC,7,medium,1945.43,65.0,1
2848,Female,70,Mass Customer,N,No,10.0,VIC,9,high,1458.17,41.0,0
2849,Female,70,Mass Customer,N,No,10.0,VIC,9,medium,416.98,41.0,0
2850,Female,24,Mass Customer,N,Yes,10.0,VIC,2,low,642.31,40.0,0
2851,Female,24,Mass Customer,N,Yes,10.0,VIC,2,low,574.64,40.0,0
2852,Female,24,Mass Customer,N,Yes,10.0,VIC,2,medium,1403.5,40.0,1
2853,Female,24,Mass Customer,N,Yes,10.0,VIC,2,low,574.64,40.0,0
2854,Female,24,Mass Customer,N,Yes,10.0,VIC,2,medium,544.05,40.0,1
2855,Female,24,Mass Customer,N,Yes,10.0,VIC,2,medium,533.51,40.0,1
2856,Female,24,Mass Customer,N,Yes,10.0,VIC,2,medium,586.45,40.0,1
2857,Female,18,Mass Customer,N,Yes,4.0,VIC,4,medium,1777.8,49.0,1
2858,Female,18,Mass Customer,N,Yes,4.0,VIC,4,medium,290.62,49.0,1
2859,Female,18,Mass Customer,N,Yes,4.0,VIC,4,medium,575.27,49.0,1
2860,Female,18,Mass Customer,N,Yes,4.0,VIC,4,medium,1403.5,49.0,1
2861,Female,18,Mass Customer,N,Yes,4.0,VIC,4,medium,1403.5,49.0,1
2871,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,low,590.26,44.0,0
2872,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,medium,416.98,44.0,1
2873,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,high,774.53,44.0,0
2874,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,medium,1762.96,44.0,1
2875,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,high,774.53,44.0,0
2876,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,medium,1231.15,44.0,1
2877,Male,45,Affluent Customer,N,Yes,19.0,VIC,10,low,590.26,44.0,0
2878,Male,54,Mass Customer,N,No,21.0,VIC,9,medium,1945.43,44.0,0
2879,Male,54,Mass Customer,N,No,21.0,VIC,9,medium,1403.5,44.0,0
2880,Male,54,Mass Customer,N,No,21.0,VIC,9,high,495.72,44.0,0
2881,Male,54,Mass Customer,N,No,21.0,VIC,9,medium,1403.5,44.0,0
2882,Female,83,Mass Customer,N,Yes,5.0,QLD,10,medium,71.49,60.0,1
2883,Female,83,Mass Customer,N,Yes,5.0,QLD,10,medium,175.89,60.0,1
2884,Female,83,Mass Customer,N,Yes,5.0,QLD,10,medium,360.4,60.0,1
2888,Male,91,Mass Customer,N,Yes,6.0,VIC,9,medium,1777.8,61.0,1
2889,Male,91,Mass Customer,N,Yes,6.0,VIC,9,medium,1061.56,61.0,1
2890,Male,91,Mass Customer,N,Yes,6.0,VIC,9,low,1289.85,61.0,0
2891,Male,91,Mass Customer,N,Yes,6.0,VIC,9,high,12.01,61.0,0
2892,Male,91,Mass Customer,N,Yes,6.0,VIC,9,high,495.72,61.0,0
2893,Male,91,Mass Customer,N,Yes,6.0,VIC,9,medium,1483.2,61.0,1
2894,Female,25,Affluent Customer,N,Yes,11.0,NSW,9,medium,795.34,44.0,1
2895,Female,25,Affluent Customer,N,Yes,11.0,NSW,9,medium,71.49,44.0,1
2896,Female,25,Affluent Customer,N,Yes,11.0,NSW,9,low,1720.7,44.0,1
2897,Female,25,Affluent Customer,N,Yes,11.0,NSW,9,high,1024.66,44.0,1
2902,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,1873.97,42.0,1
2903,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,1231.15,42.0,1
2904,Female,58,High Net Worth,N,Yes,10.0,NSW,3,high,1977.36,42.0,1
2905,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,586.45,42.0,1
2906,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,1216.14,42.0,1
2907,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,1466.68,42.0,1
2908,Female,58,High Net Worth,N,Yes,10.0,NSW,3,medium,1483.2,42.0,1
2909,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,1469.44,59.0,0
2910,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,642.7,59.0,0
2911,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,1873.97,59.0,0
2912,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,71.49,59.0,0
2913,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,290.62,59.0,0
2914,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,202.62,59.0,0
2915,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,1163.89,59.0,0
2916,Male,39,Affluent Customer,N,No,19.0,VIC,7,high,748.17,59.0,0
2917,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,1311.44,59.0,0
2918,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,543.39,59.0,0
2919,Male,39,Affluent Customer,N,No,19.0,VIC,7,medium,642.7,59.0,0
2920,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,1240.31,28.0,1
2921,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,1386.84,28.0,1
2922,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,low,363.01,28.0,0
2923,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,1765.3,28.0,1
2924,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,1555.58,28.0,1
2925,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,1469.44,28.0,1
2926,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,medium,642.7,28.0,1
2927,Male,19,Affluent Customer,N,Yes,10.0,VIC,7,low,958.74,28.0,0
2932,Female,39,Mass Customer,N,No,18.0,QLD,3,medium,792.9,50.0,0
2933,Female,39,Mass Customer,N,No,18.0,QLD,3,medium,1231.15,50.0,0
2934,Female,39,Mass Customer,N,No,18.0,QLD,3,medium,795.34,50.0,0
2936,Female,39,Mass Customer,N,No,18.0,QLD,3,medium,752.64,50.0,0
2937,Male,87,Affluent Customer,N,Yes,10.0,NSW,10,medium,1228.07,31.0,1
2939,Male,87,Affluent Customer,N,Yes,10.0,NSW,10,medium,1403.5,31.0,1
2940,Male,87,Affluent Customer,N,Yes,10.0,NSW,10,high,12.01,31.0,1
2941,Male,93,High Net Worth,N,Yes,7.0,VIC,7,medium,1151.96,25.0,1
2942,Male,93,High Net Worth,N,Yes,7.0,VIC,7,medium,1065.03,25.0,1
2943,Male,93,High Net Worth,N,Yes,7.0,VIC,7,low,688.63,25.0,0
2944,Male,93,High Net Worth,N,Yes,7.0,VIC,7,medium,1065.03,25.0,1
2945,Male,93,High Net Worth,N,Yes,7.0,VIC,7,low,71.16,25.0,0
2946,Male,93,High Net Worth,N,Yes,7.0,VIC,7,medium,792.9,25.0,1
2947,Male,93,High Net Worth,N,Yes,7.0,VIC,7,low,1720.7,25.0,0
2948,Male,93,High Net Worth,N,Yes,7.0,VIC,7,low,590.26,25.0,0
2954,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,1894.19,35.0,0
2955,Female,43,Mass Customer,N,No,21.0,VIC,10,high,1274.93,35.0,0
2956,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,2083.94,35.0,0
2957,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,1775.81,35.0,0
2958,Female,43,Mass Customer,N,No,21.0,VIC,10,high,774.53,35.0,0
2959,Female,43,Mass Customer,N,No,21.0,VIC,10,low,945.04,35.0,0
2960,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,230.91,35.0,0
2961,Female,43,Mass Customer,N,No,21.0,VIC,10,high,1458.17,35.0,0
2962,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,1992.93,35.0,0
2963,Female,43,Mass Customer,N,No,21.0,VIC,10,medium,1777.8,35.0,0
2972,Female,94,Mass Customer,N,Yes,11.0,NSW,9,medium,1555.58,49.0,1
2973,Female,94,Mass Customer,N,Yes,11.0,NSW,9,high,1024.66,49.0,1
2975,Female,94,Mass Customer,N,Yes,11.0,NSW,9,medium,1812.75,49.0,1
2976,Female,94,Mass Customer,N,Yes,11.0,NSW,9,low,958.74,49.0,1
2978,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,high,495.72,41.0,0
2979,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,medium,183.86,41.0,1
2980,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,medium,1894.19,41.0,1
2981,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,low,1289.85,41.0,0
2982,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,low,1793.43,41.0,0
2983,Male,64,Affluent Customer,N,Yes,21.0,QLD,6,medium,360.4,41.0,1
2986,Female,92,High Net Worth,N,No,10.0,NSW,3,low,363.01,38.0,0
2987,Female,92,High Net Worth,N,No,10.0,NSW,3,low,1073.07,38.0,0
2988,Female,92,High Net Worth,N,No,10.0,NSW,3,medium,1890.39,38.0,1
2989,Female,92,High Net Worth,N,No,10.0,NSW,3,medium,1036.59,38.0,1
2990,Female,92,High Net Worth,N,No,10.0,NSW,3,medium,235.63,38.0,1
2991,Male,76,Mass Customer,N,No,6.0,VIC,8,medium,1538.99,65.0,0
2992,Male,76,Mass Customer,N,No,6.0,VIC,8,high,1661.92,65.0,0
2993,Male,76,Mass Customer,N,No,6.0,VIC,8,medium,499.53,65.0,0
2994,Male,76,Mass Customer,N,No,6.0,VIC,8,medium,533.51,65.0,0
3005,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,1538.99,31.0,1
3007,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,1775.81,31.0,1
3008,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,1231.15,31.0,1
3009,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,569.56,31.0,1
3010,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,912.52,31.0,1
3011,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,2091.47,31.0,1
3012,Female,55,High Net Worth,N,No,8.0,NSW,12,high,1842.92,31.0,0
3013,Female,55,High Net Worth,N,No,8.0,NSW,12,medium,1071.23,31.0,1
3014,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,1555.58,62.0,1
3015,Male,23,Mass Customer,N,No,20.0,NSW,8,high,1148.64,62.0,0
3016,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,544.05,62.0,1
3017,Male,23,Mass Customer,N,No,20.0,NSW,8,high,12.01,62.0,0
3018,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,795.34,62.0,1
3019,Male,23,Mass Customer,N,No,20.0,NSW,8,low,590.26,62.0,0
3020,Male,23,Mass Customer,N,No,20.0,NSW,8,low,1793.43,62.0,0
3021,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,1469.44,62.0,1
3022,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,569.56,62.0,1
3023,Male,23,Mass Customer,N,No,20.0,NSW,8,medium,543.39,62.0,1
3024,Female,73,Mass Customer,N,Yes,3.0,NSW,11,medium,544.05,35.0,1
3025,Female,73,Mass Customer,N,Yes,3.0,NSW,11,medium,543.39,35.0,1
3026,Female,73,Mass Customer,N,Yes,3.0,NSW,11,low,945.04,35.0,1
3027,Female,73,Mass Customer,N,Yes,3.0,NSW,11,medium,1483.2,35.0,1
3028,Female,73,Mass Customer,N,Yes,3.0,NSW,11,medium,792.9,35.0,1
3029,Female,73,Mass Customer,N,Yes,3.0,NSW,11,high,774.53,35.0,1
3030,Male,60,Mass Customer,N,Yes,10.0,QLD,8,medium,1555.58,29.0,1
3031,Male,60,Mass Customer,N,Yes,10.0,QLD,8,medium,71.49,29.0,1
3032,Male,60,Mass Customer,N,Yes,10.0,QLD,8,high,1661.92,29.0,0
3037,Female,66,Affluent Customer,N,Yes,15.0,NSW,9,high,1148.64,56.0,1
3038,Female,66,Affluent Customer,N,Yes,15.0,NSW,9,low,574.64,56.0,1
3039,Female,66,Affluent Customer,N,Yes,15.0,NSW,9,medium,543.39,56.0,1
3040,Female,66,Affluent Customer,N,Yes,15.0,NSW,9,high,227.88,56.0,1
3041,Female,66,Affluent Customer,N,Yes,15.0,NSW,9,medium,71.49,56.0,1
3042,Female,29,High Net Worth,N,No,16.0,NSW,8,high,1274.93,42.0,0
3043,Female,29,High Net Worth,N,No,16.0,NSW,8,low,574.64,42.0,0
3048,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,high,1661.92,46.0,1
3049,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,medium,912.52,46.0,1
3050,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,low,363.01,46.0,1
3051,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,medium,1163.89,46.0,1
3052,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,medium,1403.5,46.0,1
3053,Female,44,Affluent Customer,N,Yes,16.0,NSW,10,low,980.37,46.0,1
3054,Female,16,Mass Customer,N,No,11.0,VIC,5,high,358.39,58.0,0
3055,Female,16,Mass Customer,N,No,11.0,VIC,5,low,1172.78,58.0,0
3056,Female,16,Mass Customer,N,No,11.0,VIC,5,low,1720.7,58.0,0
3057,Female,16,Mass Customer,N,No,11.0,VIC,5,medium,569.56,58.0,0
3058,Female,16,Mass Customer,N,No,11.0,VIC,5,medium,742.54,58.0,0
3059,Female,16,Mass Customer,N,No,11.0,VIC,5,medium,1292.84,58.0,0
3060,Female,16,Mass Customer,N,No,11.0,VIC,5,medium,544.05,58.0,0
3061,Male,64,Mass Customer,N,Yes,9.0,VIC,2,high,1977.36,40.0,0
3062,Male,64,Mass Customer,N,Yes,9.0,VIC,2,high,1458.17,40.0,0
3063,Male,64,Mass Customer,N,Yes,9.0,VIC,2,low,1057.51,40.0,0
3064,Male,64,Mass Customer,N,Yes,9.0,VIC,2,medium,1555.58,40.0,1
3065,Male,64,Mass Customer,N,Yes,9.0,VIC,2,medium,71.49,40.0,1
3066,Male,64,Mass Customer,N,Yes,9.0,VIC,2,high,2005.66,40.0,0
3067,Male,64,Mass Customer,N,Yes,9.0,VIC,2,medium,1703.52,40.0,1
3068,Male,64,Mass Customer,N,Yes,9.0,VIC,2,medium,543.39,40.0,1
3072,Female,81,Mass Customer,N,Yes,9.0,NSW,8,medium,1890.39,30.0,1
3073,Female,81,Mass Customer,N,Yes,9.0,NSW,8,medium,586.45,30.0,1
3074,Female,10,Mass Customer,N,No,4.0,NSW,10,high,1024.66,41.0,0
3075,Female,10,Mass Customer,N,No,4.0,NSW,10,low,958.74,41.0,0
3076,Female,10,Mass Customer,N,No,4.0,NSW,10,medium,2083.94,41.0,1
3077,Female,10,Mass Customer,N,No,4.0,NSW,10,medium,100.35,41.0,1
3078,Female,10,Mass Customer,N,No,4.0,NSW,10,medium,1483.2,41.0,1
3079,Female,10,Mass Customer,N,No,4.0,NSW,10,high,1024.66,41.0,0
3080,Female,10,Mass Customer,N,No,4.0,NSW,10,medium,1061.56,41.0,1
3081,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,low,945.04,31.0,1
3082,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,low,1073.07,31.0,1
3083,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,low,1172.78,31.0,1
3084,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,medium,533.51,31.0,1
3085,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,medium,2083.94,31.0,1
3086,Male,18,Affluent Customer,N,Yes,10.0,NSW,9,high,227.88,31.0,1
3087,Male,2,Mass Customer,N,No,15.0,VIC,10,medium,1890.39,46.0,0
3088,Male,2,Mass Customer,N,No,15.0,VIC,10,medium,183.86,46.0,0
3089,Male,2,Mass Customer,N,No,15.0,VIC,10,medium,742.54,46.0,0
3090,Female,94,High Net Worth,N,No,1.0,NSW,7,medium,230.91,27.0,1
3092,Female,94,High Net Worth,N,No,1.0,NSW,7,medium,1762.96,27.0,1
3093,Female,94,High Net Worth,N,No,1.0,NSW,7,medium,1555.58,27.0,1
